,original_session_id_hash,session_id_hash,is_purchased-last,product_url_id_list-0,product_url_id_list-1,product_url_id_list-2,product_url_id_list-3,product_url_id_list-4,event_type_list-0,event_type_list-1,event_type_list-2,event_type_list-3,event_type_list-4,product_action_list-0,product_action_list-1,product_action_list-2,product_action_list-3,product_action_list-4,category_list-0,category_list-1,category_list-2,category_list-3,category_list-4,price_list-0,price_list-1,price_list-2,price_list-3,price_list-4,relative_price_list-0,relative_price_list-1,relative_price_list-2,relative_price_list-3,relative_price_list-4,add_product_id,add_nb_interactions,add_has_been_detailed,add_has_been_removed,add_has_been_searched,add_has_been_clicked,add_category_hash,add_price,add_relative_price,session_length,nb_unique_interactions,nb_queries
1900,f29b75baed321a4ece1d406bd84beb6fd418b7df5720050170b9ce70b213bad2,9709,0,8583,1295.0,8583.0,3049.0,8583.0,1,2.0,1.0,2.0,1.0,1,2.0,1.0,2.0,1.0,0,17.0,0.0,17.0,0.0,0,3.0,0.0,3.0,0.0,0.001144321635365486,2.677468061447144,0.001144321635365486,2.677468061447144,0.001144321635365486,48,4,1,0,0,1,1,1,0.001144321635365486,22,12,0.0
1901,f2d15c0ad8b55c9e49a909da20ebb57e285ba82f56bf0a425a9ca911fb0df79a,9710,0,1574,53.0,15296.0,75.0,15296.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,1010,1,1,0,0,0,17,3,2.677468061447144,78,21,0.0
1902,f3a908cfcf70085e505fb191c4e592d7ad0fc27390b6fc4f579214c76069bf43,9711,0,31,28453.0,19138.0,28306.0,31.0,1,1.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,0,0.0,18.0,0.0,0.0,0,0.0,8.0,0.0,0.0,0.001144321635365486,0.001144321635365486,-3.227739095687866,0.001144321635365486,0.001144321635365486,3943,2,1,1,0,0,18,10,-3.227739095687866,26,20,11.0
1903,f4ff55650f2543806c57ca6e7fa7758a09b43bcbc1ba07108fa20b023837b133,9712,0,3577,17605.0,6238.0,17605.0,1811.0,2,1.0,2.0,1.0,2.0,3,1.0,2.0,1.0,2.0,5,0.0,5.0,0.0,5.0,6,0.0,6.0,0.0,7.0,-1.565448760986328,0.001144321635365486,-1.565448760986328,0.001144321635365486,-1.565448760986328,10626,3,1,0,0,1,5,7,-1.565448760986328,78,38,0.0
1904,f68f3f82e666c5e469a6cf41719103202ee7c16397b63dfd25443d0944212b25,9713,0,5,2.0,160633.0,5.0,2.0,2,1.0,2.0,2.0,1.0,4,1.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,3198,3,1,0,0,1,4,4,0.8603140711784363,78,25,0.0
1905,f6de5a6e13be221945f7dc97c153e101b81a85b3fa32997dbedd44c8a2164a62,9714,0,5795,324.0,53.0,1574.0,4.0,1,2.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,0,8.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.001144321635365486,2.489870548248291,0.001144321635365486,0.001144321635365486,0.001144321635365486,1030,2,1,0,0,1,8,3,2.489870548248291,78,43,2.0
1906,f6fc73c8072059caf43ad7043e59cfada6402a99909c01ea08e2019af1a68628,9715,0,23558,11902.0,19853.0,5942.0,1824.0,2,1.0,1.0,2.0,2.0,2,1.0,1.0,2.0,2.0,7,0.0,0.0,7.0,7.0,3,0.0,0.0,3.0,3.0,2.3113999366760254,0.001144321635365486,0.001144321635365486,2.3113999366760254,2.3113999366760254,897,1,1,0,0,0,3,6,-1.4949429035186768,78,65,0.0
1907,f7203dbf8c43f50821e473e55c3e2f5a21d38619e9dc4db60e628eee9044e580,9716,1,55441,48350.0,5.0,42024.0,5.0,1,1.0,2.0,2.0,2.0,1,1.0,4.0,3.0,4.0,0,0.0,0.0,67.0,0.0,0,0.0,0.0,2.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,1.4322876930236816,0.001144321635365486,316,2,1,0,0,1,4,8,0.8603140711784363,19,15,1.0
1908,fb34211380c8186f5e1ce5f0c4b8f65c950837c7d75b2e48feb169b762ec3e59,9717,0,263,4493.0,4493.0,6275.0,248.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,1.1504288911819458,142,5,1,0,0,1,2,1,1.1504288911819458,78,39,2.0
1909,fd59205f17b4c93e628f89449d48b092aa34dbd39ae12e6700cb240612dee1ee,9718,0,13674,28871.0,2.0,145705.0,2.0,2,1.0,1.0,2.0,1.0,2,1.0,1.0,4.0,1.0,3,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,-1.4949429035186768,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,13674,7,1,0,0,1,3,5,-1.4949429035186768,78,37,0.0
1910,fdea0d07fbc6fdb2fc5f3b17ab9ad7f73a2c99c1afa4201eb97a111d51ba874d,9719,1,2155,101.0,3.0,21.0,101.0,1,2.0,1.0,1.0,2.0,1,3.0,1.0,1.0,6.0,0,2.0,0.0,0.0,2.0,0,1.0,0.0,0.0,1.0,0.001144321635365486,1.1504288911819458,0.001144321635365486,0.001144321635365486,1.1504288911819458,101,11,1,1,0,1,2,1,1.1504288911819458,78,27,2.0
1911,fdf6d9da251ad238bbe56df42f3b351a6d55909bd71961b4edcb148fe06f682c,9720,1,7180,2.0,3.0,4596.0,7180.0,2,1.0,1.0,2.0,2.0,2,1.0,1.0,6.0,6.0,5,0.0,0.0,5.0,5.0,5,0.0,0.0,7.0,5.0,-1.565448760986328,0.001144321635365486,0.001144321635365486,-1.565448760986328,-1.565448760986328,7180,6,1,0,0,1,5,5,-1.565448760986328,78,39,0.0
1912,ff30f6637f17c4ed712c2b6228ac7a593132e413e2423197bd73c308dc820429,9721,0,26999,26999.0,587.0,2891.0,2891.0,2,2.0,1.0,1.0,1.0,2,3.0,1.0,1.0,1.0,23,23.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.319285124540329,0.319285124540329,0.001144321635365486,0.001144321635365486,0.001144321635365486,3166,5,1,0,0,1,23,7,0.319285124540329,67,40,0.0
1913,ff6f7c326631101049e4cf0cc35236dff473ba3ab74a49b2e95e95fb8ad9f6b4,9722,0,4,24112.0,12049.0,12049.0,2.0,1,1.0,2.0,2.0,1.0,1,1.0,2.0,3.0,1.0,0,0.0,5.0,5.0,0.0,0,0.0,6.0,6.0,0.0,0.001144321635365486,0.001144321635365486,-1.565448760986328,-1.565448760986328,0.001144321635365486,3213,2,1,0,0,1,58,10,-1.7968404293060305,78,58,1.0
1914,ffa58eeef4a497e189905b7a8b65443c623789df2f76740a26ec321e30016eab,9723,0,2,950.0,10090.0,5.0,2.0,1,2.0,1.0,2.0,1.0,1,2.0,1.0,4.0,1.0,0,4.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.001144321635365486,0.8603140711784363,0.001144321635365486,0.001144321635365486,0.001144321635365486,1048,1,1,0,0,0,4,3,0.8603140711784363,78,41,0.0
1915,00c193b6e76b647db18017ae6e821606bb26bc7aa01254da1085adffc48bd37e,9724,1,13847,2.0,3.0,8066.0,135.0,1,1.0,1.0,2.0,2.0,1,1.0,1.0,6.0,6.0,0,0.0,0.0,6.0,12.0,0,0.0,0.0,8.0,4.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,-3.0622828006744385,0.7211117744445801,135,5,1,0,0,1,12,4,0.7211117744445801,77,35,2.0
1916,01331717f8e9ca6ff6cc72a25b83fd9c2f00b7231600b9be8aa4db0488eaea87,9725,0,11503,4.0,9408.0,381.0,4.0,1,1.0,1.0,2.0,1.0,1,1.0,1.0,3.0,1.0,0,0.0,0.0,2.0,0.0,0,0.0,0.0,4.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,1.1504288911819458,0.001144321635365486,323,4,1,1,0,0,2,1,1.1504288911819458,48,26,5.0
1917,035ce4e33b23942449ce0c265fdd761056cb4240287e210ded4c443df0a4752e,9726,0,7717,98481.0,31346.0,98481.0,7717.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,865,7,1,0,0,1,26,2,2.3300235271453857,77,35,0.0
1918,03d1110fc89af238b2b689481bc52ea77f2f32f12c2bb361ccd1032eee030261,9727,0,829,6199.0,283.0,829.0,283.0,2,1.0,2.0,2.0,2.0,2,1.0,2.0,2.0,2.0,1,0.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,829,5,1,0,0,1,1,1,0.001144321635365486,34,17,6.0
1919,0401db044cb0b71eac630390c5b1f4913c5e62e1ec6494275cadc867ae3af322,9728,1,5,5.0,5.0,903.0,7.0,2,2.0,2.0,2.0,2.0,4,4.0,4.0,6.0,6.0,0,0.0,0.0,4.0,0.0,0,0.0,0.0,3.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.8603140711784363,0.001144321635365486,903,3,1,0,0,1,4,3,0.8603140711784363,77,18,3.0
1920,9b55c570ef229ed84cbfac6f93cb199fcbe2aa633fa4d29c499236f497763c74,32417,0,2,3.0,2.0,64201.0,2.0,1,1.0,1.0,2.0,1.0,1,1.0,1.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,373,11,1,0,0,1,2,1,1.1504288911819458,44,15,0.0
1921,9b7fda93feafbb765c94a8c12d4830aa3500776107ae4614aa54cb28b1143e2a,32418,0,116301,22087.0,96772.0,22087.0,22608.0,2,1.0,2.0,1.0,2.0,2,1.0,2.0,1.0,2.0,50,0.0,50.0,0.0,50.0,10,0.0,6.0,0.0,10.0,-2.350679874420166,0.001144321635365486,-2.350679874420166,0.001144321635365486,-2.350679874420166,8675,2,1,0,0,1,50,9,-2.350679874420166,16,10,0.0
1922,9b981bcdd5c9d85b540f26b5fd6e95e77041b96d5ca481c24becfff54fd8ca1e,32419,1,9,9.0,9.0,481.0,15.0,2,2.0,2.0,2.0,2.0,4,4.0,4.0,6.0,6.0,0,0.0,0.0,7.0,0.0,0,0.0,0.0,2.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,2.3113999366760254,0.001144321635365486,481,8,1,0,0,1,7,2,2.3113999366760254,44,19,1.0
1923,9ba2013a8cf5ae81a58ebf7f450436e8e87325793192f0c0ca18f138bcbc922c,32420,1,22472,5580.0,2.0,3.0,5580.0,1,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,6.0,0,6.0,0.0,0.0,6.0,0,7.0,0.0,0.0,7.0,0.001144321635365486,-3.0622828006744385,0.001144321635365486,0.001144321635365486,-3.0622828006744385,5580,5,1,0,0,1,6,7,-3.0622828006744385,44,23,1.0
1924,9bd83093bf09987b0575ddde115bec2ce5c55787ae084b348d45f4c67426c8d9,32421,0,3867,16562.0,9001.0,34728.0,1984.0,2,1.0,2.0,1.0,2.0,2,1.0,2.0,1.0,2.0,8,0.0,8.0,0.0,8.0,1,0.0,6.0,0.0,4.0,2.489870548248291,0.001144321635365486,2.489870548248291,0.001144321635365486,2.489870548248291,57,2,1,0,0,1,1,1,0.001144321635365486,13,11,2.0
1925,9bf3e042ca92a1c92a9a6729e9b84c226b49bf8db63faeb87d0832b369f0029f,32422,0,2955,66.0,4559.0,4559.0,66.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,4828,3,1,0,0,1,3,5,-1.4949429035186768,44,22,0.0
1926,9bf7d1a58656f36f96a04b53a86bd3c5f3176898f806b354092a12484c3d8962,32423,1,43753,14316.0,3.0,21.0,14316.0,1,2.0,1.0,1.0,2.0,1,3.0,1.0,1.0,6.0,0,1.0,0.0,0.0,1.0,0,4.0,0.0,0.0,4.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,14316,4,1,0,0,1,1,4,0.001144321635365486,44,18,0.0
1927,9c470adc8c2c526dc86d04cb6ac16e60afc5c1851e5d82eb39987b347e668af3,32424,0,346,271.0,271.0,2.0,3.0,2,2.0,2.0,1.0,1.0,2,2.0,3.0,1.0,1.0,1,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,271,2,1,0,0,1,1,1,0.001144321635365486,44,18,2.0
1928,9c48c0c059e9ca21d793091eb115c6466b56e07d53464b161c0d6af5fc28e6d7,32425,0,7162,55.0,227.0,227.0,227.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,216,2,1,0,0,1,16,2,3.004459857940674,44,20,0.0
1929,9c5be3bd926feeda23a3aa170dad68f9192eb1093a62a90cddb19d962aceec9b,32426,0,20387,20387.0,2.0,108899.0,2.0,2,2.0,1.0,2.0,1.0,3,2.0,1.0,4.0,1.0,47,47.0,0.0,0.0,0.0,9,9.0,0.0,0.0,0.0,-2.8640408515930176,-2.8640408515930176,0.001144321635365486,0.001144321635365486,0.001144321635365486,15387,3,1,0,0,1,81,6,-3.5008723735809326,44,35,0.0
1930,9c7b6d322669a8d26c0b3068d262b8c44f566bd9210b15d7057f7172c50a6a43,32427,0,2305,14505.0,2305.0,11348.0,2305.0,1,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,0,0.0,0.0,5.0,0.0,0,0.0,0.0,5.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,-1.565448760986328,0.001144321635365486,1243,2,1,0,0,1,8,3,2.489870548248291,44,34,0.0
1931,9cd6a075754a4c1b1399e960d8a83ecb750d4fce0140e45ebc1395192daac864,32428,1,5,5.0,2297.0,4024.0,7.0,2,2.0,2.0,2.0,2.0,4,4.0,6.0,6.0,6.0,0,0.0,4.0,4.0,0.0,0,0.0,5.0,6.0,0.0,0.001144321635365486,0.001144321635365486,0.8603140711784363,0.8603140711784363,0.001144321635365486,2297,9,1,0,0,1,4,5,0.8603140711784363,44,9,0.0
1932,9cd9ddf81a82f4ed651d8e8f6d01f1cd05bfeb5ebbe676c90dfda2a85a8e3030,32429,1,513,20669.0,2177.0,50916.0,63247.0,1,1.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,15339,3,1,1,0,0,18,5,-3.227739095687866,34,18,2.0
1933,9d44add93c5f22aff80f256989d2598f1d318c4c7d7e1a259a465eb927cb959d,32430,0,9979,846.0,38883.0,20509.0,846.0,2,1.0,1.0,2.0,1.0,3,1.0,1.0,2.0,1.0,5,0.0,0.0,5.0,0.0,8,0.0,0.0,7.0,0.0,-1.565448760986328,0.001144321635365486,0.001144321635365486,-1.565448760986328,0.001144321635365486,16806,1,1,0,0,0,3,8,-1.4949429035186768,20,12,0.0
1934,9d5689fab021acdfbcf9b3992b8ca9ccadddc71b60bbe32feec2583883c42853,32431,0,8010,30533.0,12114.0,8634.0,25056.0,2,1.0,2.0,2.0,2.0,2,1.0,2.0,2.0,2.0,6,0.0,6.0,6.0,6.0,10,0.0,9.0,9.0,9.0,-3.0622828006744385,0.001144321635365486,-3.0622828006744385,-3.0622828006744385,-3.0622828006744385,779,3,1,0,0,1,6,10,-3.0622828006744385,31,19,0.0
1935,9d7e44557e8618162561656e72b9485e69d3475ffd144e44cfe458fa549d5ded,32432,1,53,2.0,8738.0,7862.0,7862.0,1,1.0,2.0,2.0,2.0,1,1.0,2.0,2.0,3.0,0,0.0,5.0,5.0,5.0,0,0.0,6.0,6.0,6.0,0.001144321635365486,0.001144321635365486,-1.565448760986328,-1.565448760986328,-1.565448760986328,8738,5,1,1,0,1,5,6,-1.565448760986328,17,8,1.0
1936,9d8614d2c727ea667c4ebe13a2ec5ac2d69223cf8105fdccfe5e72e3a0c63af2,32433,0,10443,307.0,5205.0,5916.0,5205.0,1,2.0,1.0,2.0,1.0,1,2.0,1.0,2.0,1.0,0,5.0,0.0,5.0,0.0,0,5.0,0.0,1.0,0.0,0.001144321635365486,-1.565448760986328,0.001144321635365486,-1.565448760986328,0.001144321635365486,3233,2,1,0,0,1,6,9,-3.0622828006744385,28,15,3.0
1937,9dd3bf7c5034e681b983cf4d5c6a896f54e2d927a8e0661d5392494edcacd979,32434,0,23173,3936.0,8679.0,3936.0,8168.0,1,1.0,2.0,1.0,2.0,1,1.0,2.0,1.0,2.0,0,0.0,5.0,0.0,5.0,0,0.0,8.0,0.0,9.0,0.001144321635365486,0.001144321635365486,-1.565448760986328,0.001144321635365486,-1.565448760986328,8187,2,1,0,0,1,5,9,-1.565448760986328,38,24,0.0
1938,9dff90e4d5bda3c0a76d4c86ff595497139f54e703ac19226da9f40db72642fa,32435,0,4827,183.0,265.0,4827.0,183.0,1,2.0,2.0,1.0,2.0,1,2.0,2.0,1.0,2.0,0,7.0,7.0,0.0,7.0,0,3.0,3.0,0.0,3.0,0.001144321635365486,2.3113999366760254,2.3113999366760254,0.001144321635365486,2.3113999366760254,183,13,1,0,0,1,7,3,2.3113999366760254,44,8,0.0
1939,9e7965006778735cd4df20e522fc9673c73d16e30fe5d5ef38b6227f81a08632,32436,0,101,33.0,284.0,65.0,22897.0,2,1.0,2.0,1.0,1.0,3,1.0,2.0,1.0,1.0,2,0.0,2.0,0.0,0.0,1,0.0,1.0,0.0,0.0,1.1504288911819458,0.001144321635365486,1.1504288911819458,0.001144321635365486,0.001144321635365486,101,2,1,0,0,1,2,1,1.1504288911819458,44,32,0.0
1940,9efbf4ee566ed62ec7521e5feac00fec1b42368b9418cc54f2ca811269d07c2a,32437,0,12231,851.0,65.0,6232.0,2701.0,1,2.0,1.0,1.0,2.0,1,3.0,1.0,1.0,2.0,0,1.0,0.0,0.0,1.0,0,6.0,0.0,0.0,4.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,851,3,1,0,0,1,1,6,0.001144321635365486,44,24,1.0
1941,9f5fc3668e3edff2617a6c2f4e491115c953d10c77a588c433e5d1bf766f3d2f,32438,0,3863,2.0,68829.0,2.0,2689.0,1,1.0,2.0,1.0,1.0,1,1.0,4.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,561,4,1,0,0,1,14,8,0.6677858829498291,44,19,1.0
1942,9f85ad0403aa386d2eedbb17ca0d4682fd00aca3c5f71d232716f1fad39ee508,32439,0,1743,2.0,3.0,8.0,8.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,485,4,1,0,0,1,13,4,1.686232328414917,27,15,0.0
1943,9f9d9b224be24b46a335420d490072c258333d89ab4a2bf3ac26d520be975787,32440,1,1253,14.0,14.0,3.0,14.0,1,2.0,2.0,1.0,2.0,1,2.0,3.0,1.0,6.0,0,2.0,2.0,0.0,2.0,0,1.0,1.0,0.0,1.0,0.001144321635365486,1.1504288911819458,1.1504288911819458,0.001144321635365486,1.1504288911819458,14,8,1,0,0,1,2,1,1.1504288911819458,44,21,0.0
1944,9fa49e33fae64ddc16ae9cac868e093734708125cc8ac8d363ede4992f96bae1,32441,0,696,6073.0,268.0,3.0,6073.0,2,1.0,2.0,1.0,1.0,2,1.0,3.0,1.0,1.0,7,0.0,7.0,0.0,0.0,2,0.0,2.0,0.0,0.0,2.3113999366760254,0.001144321635365486,2.3113999366760254,0.001144321635365486,0.001144321635365486,268,10,1,0,0,1,7,2,2.3113999366760254,44,16,0.0
1945,9fa7c943857ffa49647a74ac709587f5d78f9e3dd7fe14a877cd3c19bece7007,32442,0,15355,15355.0,31135.0,3045.0,115915.0,2,2.0,1.0,1.0,1.0,2,3.0,1.0,1.0,1.0,6,6.0,0.0,0.0,0.0,8,8.0,0.0,0.0,0.0,-3.0622828006744385,-3.0622828006744385,0.001144321635365486,0.001144321635365486,0.001144321635365486,11666,3,1,0,0,1,18,10,-3.227739095687866,44,29,0.0
1946,9fc1b5a13e9aa15ea5ac3513cf4dc18d6ff344cb380bb2d5b91d6bddb6bbf830,32443,0,9740,46.0,9740.0,38522.0,105570.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,435,3,1,0,0,1,12,1,0.7211117744445801,13,8,0.0
1947,9fe2be7646457117b08ba1c6e64558ea7864a8c34c0aae8dca0f34e1146e377e,32444,0,2328,4650.0,153.0,153.0,3.0,2,1.0,2.0,2.0,1.0,2,1.0,2.0,3.0,1.0,3,0.0,3.0,3.0,0.0,6,0.0,8.0,8.0,0.0,-1.4949429035186768,0.001144321635365486,-1.4949429035186768,-1.4949429035186768,0.001144321635365486,153,7,1,0,0,1,3,8,-1.4949429035186768,44,17,0.0
1948,a041e16fb6d9ed7b37f6dfe785e7f971cae4ea8d9de044a20b525e4e70b3141b,32445,1,2381,2.0,3.0,21.0,749.0,2,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,6.0,1,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,749,6,1,0,0,1,1,1,0.001144321635365486,44,15,1.0
1949,a0a245fac9a1888ac0baf4fb4c2abe6965f0dac8cf9bb3337f7d41bf450b383a,32446,1,12,2.0,3.0,1593.0,13971.0,1,1.0,1.0,2.0,2.0,1,1.0,1.0,6.0,6.0,0,0.0,0.0,1.0,122.0,0,0.0,0.0,5.0,10.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,-5.215592861175537,1593,3,1,0,0,1,1,5,0.001144321635365486,44,18,3.0
1950,a0e46a75276aa59062fee1710a02add98b6e001f9a875e60b90504c04a635302,32447,0,5572,68281.0,917.0,68281.0,68281.0,1,1.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,0,0.0,3.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.001144321635365486,0.001144321635365486,-1.4949429035186768,0.001144321635365486,0.001144321635365486,2099,3,1,0,0,1,3,6,-1.4949429035186768,44,24,6.0
1951,a139a0163066d2a480464a77218ec0b2281feb1aeb1888653ea33287c9266ef7,32448,1,3,3.0,343.0,21.0,343.0,1,1.0,2.0,1.0,2.0,1,1.0,6.0,1.0,6.0,0,0.0,2.0,0.0,2.0,0,0.0,6.0,0.0,6.0,0.001144321635365486,0.001144321635365486,1.1504288911819458,0.001144321635365486,1.1504288911819458,343,10,1,1,0,0,2,6,1.1504288911819458,44,11,3.0
1952,95682060b55a3a9b476d3efb6ccab62fc80b45fbb48062b14971851671e13147,55745,1,11,5.0,7.0,656.0,28.0,2,2.0,2.0,2.0,2.0,4,4.0,6.0,6.0,6.0,0,0.0,0.0,17.0,29.0,0,0.0,0.0,4.0,10.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,2.677468061447144,-1.4949501752853394,656,3,1,0,0,1,17,4,2.677468061447144,31,16,0.0
1953,95931f5a62e6aac2faca58979f7531aae759e7718d2114e3fc19b3e5a76d070f,55746,1,2,52451.0,2.0,2028.0,2.0,1,2.0,1.0,2.0,1.0,1,4.0,1.0,2.0,1.0,0,0.0,0.0,35.0,0.0,0,0.0,0.0,1.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.6439892053604126,0.001144321635365486,859,2,1,1,0,0,35,1,0.6439892053604126,18,12,3.0
1954,95a1c122ee4a0019a0580e2b791b3bc34f16c4256c6d1c5a5f58cf03266c0684,55747,0,361,157.0,2501.0,544.0,4820.0,2,2.0,1.0,2.0,1.0,2,2.0,1.0,2.0,1.0,1,1.0,0.0,1.0,0.0,4,4.0,0.0,4.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,225,6,1,0,0,1,1,1,0.001144321635365486,31,15,0.0
1955,95c5f8a93998064f4c1092beb0c5711980835e78d277393657da590b6f1eff5d,55748,1,15177,2.0,3.0,21.0,1555.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,6.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,1555,14,1,1,0,0,1,1,0.001144321635365486,31,12,1.0
1956,95c8d8e7708fe8a6fff26c1305cac9d66391ddce7535f1fd3681eb0302954f99,55749,1,2,6.0,2.0,3.0,1626.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,6.0,0,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,7.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,-2.842440366744995,1626,6,1,0,0,1,9,7,-2.842440366744995,31,13,0.0
1957,95ed15de6156aa634c7489e459a9e434a36c0101156b3b0e4d44225bb32e05ee,55750,1,11,5.0,7.0,28.0,486.0,2,2.0,2.0,2.0,2.0,4,4.0,6.0,6.0,6.0,0,0.0,0.0,29.0,17.0,0,0.0,0.0,10.0,2.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,-1.4949501752853394,2.677468061447144,486,3,1,0,0,1,17,2,2.677468061447144,31,17,2.0
1958,95fe09123ea26a9c29793fa87c0b1da3d7521cb20df9d17401aafbfec55de079,55751,0,238,3490.0,435.0,435.0,2.0,2,2.0,2.0,2.0,1.0,2,2.0,2.0,3.0,1.0,12,12.0,12.0,12.0,0.0,2,1.0,1.0,1.0,0.0,0.7211117744445801,0.7211117744445801,0.7211117744445801,0.7211117744445801,0.001144321635365486,435,5,1,1,0,1,12,1,0.7211117744445801,31,16,4.0
1959,960590147fc8aea403a161fa1f44bc232b1877d5b09bc7890bf44113539106a4,55752,0,76659,7321.0,9.0,2.0,16926.0,1,1.0,2.0,1.0,1.0,1,1.0,4.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,1726,1,1,0,0,0,7,3,2.3113999366760254,31,18,0.0
1960,960c8738542fe1d4361f44b881077140ac75223853acea9b9b384654dc105055,55753,0,4,31.0,20801.0,31.0,11228.0,1,1.0,2.0,1.0,2.0,1,1.0,2.0,1.0,2.0,0,0.0,9.0,0.0,9.0,0,0.0,9.0,0.0,8.0,0.001144321635365486,0.001144321635365486,-2.842440366744995,0.001144321635365486,-2.842440366744995,14635,3,1,0,0,1,6,10,-3.0622828006744385,25,14,4.0
